,Age,Candidate,Criminal_Case,PC_NAME,Education,Party,ST_NAME,Winner,Year,Liabilities_num,Assets_num,ST_PC
7296,55,Janardan Singh Sigriwal,5,MAHARAJGANJ,Graduate,BJP,BIHAR,Yes,2019,376000,10451986,BIHAR:MAHARAJGANJ
7323,54,Dr. Sanjay Jaiswal,5,PASCHIM CHAMPARAN,Post Graduate,BJP,BIHAR,Yes,2019,67370030,199404885,BIHAR:PASCHIM CHAMPARAN
7326,49,Ashok Kumar Yadav,1,MADHUBANI,Doctorate,BJP,BIHAR,Yes,2019,7892847,46699125,BIHAR:MADHUBANI
7332,60,Kaushlendra Kumar,0,NALANDA,12th Pass,JD(U),BIHAR,Yes,2019,2712389,29251651,BIHAR:NALANDA
7333,36,Chandan Singh,2,NAWADA,Graduate,LJP,BIHAR,Yes,2019,4722200,176720167,BIHAR:NAWADA
7334,67,Dinesh Chandra Yadav,1,MADHEPURA,Graduate Professional,JD(U),BIHAR,Yes,2019,700000,37420953,BIHAR:MADHEPURA
7404,54,Dr. Mohammad Jawed,1,KISHANGANJ,Graduate Professional,INC,BIHAR,Yes,2019,5383958,90973803,BIHAR:KISHANGANJ
7406,52,Choudhary Mahbub Ali Kaisar,1,KHAGARIA,Graduate,LJP,BIHAR,Yes,2019,0,109788313,BIHAR:KHAGARIA
7407,51,Dulal Chandra Goswami,1,KATIHAR,Graduate,JD(U),BIHAR,Yes,2019,3130766,13302734,BIHAR:KATIHAR
7452,63,Ramprit Mandal,1,JHANJHARPUR,10th Pass,JD(U),BIHAR,Yes,2019,1000000,88119686,BIHAR:JHANJHARPUR
7455,66,Pashupati Kumar Paras,1,HAJIPUR,Graduate Professional,LJP,BIHAR,Yes,2019,6744375,62834200,BIHAR:HAJIPUR
7480,55,Vijay Kumar,3,GAYA,12th Pass,JD(U),BIHAR,Yes,2019,3148932,12766141,BIHAR:GAYA
7484,37,Chirag Kumar Paswan,1,JAMUI,Graduate Professional,LJP,BIHAR,Yes,2019,0,18466066,BIHAR:JAMUI
7486,49,Gopaljee Thakur,0,DARBHANGA,Post Graduate,BJP,BIHAR,Yes,2019,1039660,19301808,BIHAR:DARBHANGA
7487,61,Dr. Alok Kumar Suman,0,GOPALGANJ,Post Graduate,JD(U),BIHAR,Yes,2019,3576376,32739903,BIHAR:GOPALGANJ
7496,68,Chandeshwar Prasad,3,JAHANABAD,10th Pass,JD(U),BIHAR,Yes,2019,0,139271693,BIHAR:JAHANABAD
7526,66,Ashwini Kumar Choubey,3,BUXAR,Graduate,BJP,BIHAR,Yes,2019,1350667,40183612,BIHAR:BUXAR
7531,41,Ajay Kumar Mandal,0,BHAGALPUR,8th Pass,JD(U),BIHAR,Yes,2019,5364747,6801126,BIHAR:BHAGALPUR
7556,66,Giriraj Singh,6,BEGUSARAI,Graduate,BJP,BIHAR,Yes,2019,12236000,83024577,BIHAR:BEGUSARAI
7561,66,R. K. Singh,1,ARRAH,Graduate Professional,BJP,BIHAR,Yes,2019,0,79971720,BIHAR:ARRAH
7562,53,Sushil Kumar Singh,3,AURANGABAD,Post Graduate,BJP,BIHAR,Yes,2019,3746607,167895109,BIHAR:AURANGABAD
7569,41,Pallab Lochan Das,0,TEZPUR,Graduate,BJP,ASSAM,Yes,2019,0,14445139,ASSAM:TEZPUR
7581,64,Mahabali Singh,3,KARAKAT,8th Pass,JD(U),BIHAR,Yes,2019,3000000,43442051,BIHAR:KARAKAT
7596,58,Giridhari Yadav,1,BANKA,Post Graduate,JD(U),BIHAR,Yes,2019,405701,19816050,BIHAR:BANKA
7605,52,Pradeep Kumar Singh,3,ARARIA,10th Pass,BJP,BIHAR,Yes,2019,1159200,5010577,BIHAR:ARARIA
7626,48,Rajdeep Roy,0,SILCHAR,Post Graduate,BJP,ASSAM,Yes,2019,6976701,29901767,ASSAM:SILCHAR
7650,50,Naba Kumar Sarania,5,KOKRAJHAR,12th Pass,IND,ASSAM,Yes,2019,175069,13013994,ASSAM:KOKRAJHAR
7675,59,Pradyut Bordoloi,0,NAWGONG,Post Graduate,INC,ASSAM,Yes,2019,4011152,74143272,ASSAM:NAWGONG
7682,53,Pradan Baruah,0,LAKHIMPUR,12th Pass,BJP,ASSAM,Yes,2019,5839285,14307978,ASSAM:LAKHIMPUR
7692,45,Shri Dilip Saikia,0,MANGALDOI,Graduate,BJP,ASSAM,Yes,2019,0,6206286,ASSAM:MANGALDOI
7704,48,Rameswar Teli,0,DIBRUGARH,10th Pass,BJP,ASSAM,Yes,2019,0,4370067,ASSAM:DIBRUGARH
7711,36,Gaurav Gogoi,0,KALIABOR,Post Graduate,INC,ASSAM,Yes,2019,1250000,13727834,ASSAM:KALIABOR
7719,50,Topon Kumar Gogoi,0,JORHAT,Post Graduate,BJP,ASSAM,Yes,2019,455398,12597461,ASSAM:JORHAT
7727,67,Queen Oja,0,GAUHATI,Graduate,BJP,ASSAM,Yes,2019,34034178,630219570,ASSAM:GAUHATI
7744,47,Kiren Rijiju,0,ARUNACHAL WEST,Graduate Professional,BJP,ARUNACHAL PRADESH,Yes,2019,0,15279000,ARUNACHAL PRADESH:ARUNACHAL WEST
7750,46,Kripanath Mallah,0,KARIMGANJ,Graduate,BJP,ASSAM,Yes,2019,0,1871040,ASSAM:KARIMGANJ
7758,63,Badruddin Ajmal,7,DHUBRI,Post Graduate,AIUDF,ASSAM,Yes,2019,10159381,788064044,ASSAM:DHUBRI
7774,44,Abdul Khaleque,0,BARPETA,Post Graduate,INC,ASSAM,Yes,2019,2703693,7398753,ASSAM:BARPETA
7777,49,Horen Sing Bey,2,AUTONOMOUS DISTRICT,Graduate,BJP,ASSAM,Yes,2019,5956209,20693570,ASSAM:AUTONOMOUS DISTRICT
7797,54,Tapir Gao,0,ARUNACHAL EAST,Post Graduate,BJP,ARUNACHAL PRADESH,Yes,2019,0,136628259,ARUNACHAL PRADESH:ARUNACHAL EAST
7802,57,Bellana Chandra Sekhar,4,VIZIANAGARAM,Graduate Professional,YSRCP,ANDHRA PRADESH,Yes,2019,11130148,21035766,ANDHRA PRADESH:VIZIANAGARAM
7816,53,Srinivas Kesineni,0,VIJAYAWADA,10th Pass,TDP,ANDHRA PRADESH,Yes,2019,512332955,808152415,ANDHRA PRADESH:VIJAYAWADA
7823,52,M V V Satyanarayana,1,VISAKHAPATNAM,10th Pass,YSRCP,ANDHRA PRADESH,Yes,2019,160030959,2023905124,ANDHRA PRADESH:VISAKHAPATNAM
7845,32,Rammohannaidu Kinjarapu,1,SRIKAKULAM,Post Graduate,TDP,ANDHRA PRADESH,Yes,2019,12000000,122791042,ANDHRA PRADESH:SRIKAKULAM
7854,36,Margani Bharat Ram,2,RAJAHMUNDRY,Graduate,YSRCP,ANDHRA PRADESH,Yes,2019,17814757,458205360,ANDHRA PRADESH:RAJAHMUNDRY
7865,65,Magunta Sreenivasulu Reddy,0,ONGOLE,Graduate,YSRCP,ANDHRA PRADESH,Yes,2019,91302133,266583686,ANDHRA PRADESH:ONGOLE
7869,36,Lavu Sri Krishna Devarayalu,0,NARASARAOPET,Graduate Professional,YSRCP,ANDHRA PRADESH,Yes,2019,10142413,177710073,ANDHRA PRADESH:NARASARAOPET
7891,70,Adala Prabhakara Reddy,0,NELLORE,12th Pass,YSRCP,ANDHRA PRADESH,Yes,2019,152281255,2211663364,ANDHRA PRADESH:NELLORE
7896,57,Kanumuru Raghu Rama Krishna Raju,3,NARSAPURAM,Post Graduate,YSRCP,ANDHRA PRADESH,Yes,2019,1014467354,3259405378,ANDHRA PRADESH:NARSAPURAM
7918,63,Balli Durgaprasad Rao,0,TIRUPATI,Graduate Professional,YSRCP,ANDHRA PRADESH,Yes,2019,0,17426921,ANDHRA PRADESH:TIRUPATI
